"","firstName","gender","numberChildren.x","numberChildren.y"
"965","Ajah","F",26,33
"966","Ajai","M",9,8
"967","Ajan","M",7,12
"968","Ajanae","F",12,12
"969","Ajani","M",33,46
"970","Ajax","M",33,17
"971","Ajay","M",87,118
"972","Ajdin","M",10,24
"973","Ajeet","M",6,8
"974","Ajit","M",8,12
"975","Ajla","F",19,28
"976","Ajmal","M",5,5
"977","Ajna","F",8,5
"978","Ajooni","F",10,8
"979","Ajwa","F",16,14
"980","Akachukwu","M",5,5
"981","Akai","M",35,29
"982","Akaiya","F",6,8
"983","Akane","F",13,11
"984","Akari","F",38,27
"985","Akari","M",22,19
"986","Akash","M",36,44
"987","Akasha","F",27,40
"988","Akayla","F",18,27
"989","Akbar","M",11,16
"990","Akeelah","F",33,37
"991","Akeem","M",137,115
"992","Akeira","F",13,9
"993","Akela","F",9,11
"994","Akemi","F",26,33
"995","Akeria","F",7,5
"996","Akhil","M",49,66
"997","Akhila","F",10,6
"998","Akhilles","M",7,6
"999","Akhilleus","M",6,5
"1000","Aki","F",7,6
"1001","Aki","M",15,10
"1002","Akiem","M",6,8
"1003","Akif","M",11,11
"1004","Akiko","F",5,8
"1005","Akil","M",29,32
"1006","Akila","F",16,21
"1007","Akilah","F",38,20
"1008","Akilan","M",5,5
"1009","Akili","M",7,8
"1010","Akim","M",20,13
"1011","Akina","F",15,12
"1012","Aking","M",32,27
"1013","Akio","M",17,11
"1014","Akira","F",260,260
"1015","Akira","M",23,34
"1016","Akirah","F",19,18
"1017","Akito","M",5,9
"1018","Akiva","M",88,70
"1019","Akiya","F",5,9
"1020","Akiyah","F",12,16
"1021","Akoni","M",13,9
"1022","Akosua","F",5,9
"1023","Akram","M",52,48
"1024","Akriti","F",7,6
"1025","Aksa","F",6,5
"1026","Aksel","M",176,127
"1027","Aksha","F",7,6
"1028","Akshaj","M",36,51
"1029","Akshar","M",17,21
"1030","Akshara","F",146,133
"1031","Akshat","M",7,15
"1032","Akshay","M",44,40
"1033","Akshaya","F",34,28
"1034","Akshita","F",13,16
"1035","Akshith","M",6,5
"1036","Aksil","M",7,5
"1037","Akua","F",16,5
"1038","Akul","M",5,10
"1039","Akyah","F",6,5
"1040","Akyla","F",8,11
"1041","Akylah","F",7,13
"1042","Akyra","F",20,11
"1043","Al","M",17,19
"1044","Ala","F",14,22
"1045","Alaa","F",52,56
"1046","Alabama","F",14,22
"1047","Aladdin","M",9,8
"1048","Alaena","F",11,12
"1049","Alaeyah","F",6,7
"1050","Alahia","F",25,22
"1051","Alahna","F",29,44
"1052","Alahni","F",20,25
"1053","Alaia","F",486,427
"1054","Alaiah","F",46,38
"1055","Alaiia","F",14,6
"1056","Alaijah","F",22,19
"1057","Alaila","F",20,20
"1058","Alailah","F",5,12
"1059","Alain","M",54,57
"1060","Alaina","F",1760,1817
"1061","Alainah","F",25,38
"1062","Alaine","F",21,19
"1063","Alainna","F",26,19
"1064","Alaira","F",7,11
"1065","Alaisha","F",23,17
"1066","Alaiya","F",64,54
"1067","Alaiyah","F",71,85
"1068","Alaiyna","F",5,10
"1069","Alaiza","F",7,13
"1070","Alajah","F",18,26
"1071","Alakai","M",20,16
"1072","Alam","M",7,8
"1073","Alameen","M",7,6
"1074","Alamin","M",12,9
"1075","Alan","F",5,13
"1076","Alan","M",2626,2478
"1077","Alana","F",1564,1616
"1078","Alanah","F",157,162
"1079","Alandra","F",9,11
"1080","Alanee","F",11,7
"1081","Alani","F",634,593
"1082","Alania","F",24,17
"1083","Alanie","F",51,37
"1084","Alanii","F",9,10
"1085","Alanis","F",98,140
"1086","Alanna","F",549,618
"1087","Alannah","F",318,370
"1088","Alanni","F",26,35
"1089","Alannie","F",10,16
"1090","Alannis","F",10,16
"1091","Alanny","F",8,17
"1092","Alannys","F",5,11
"1093","Alano","M",8,8
"1094","Alanoud","F",8,8
"1095","Alany","F",36,36
"1096","Alanys","F",22,15
"1097","Alanzo","M",25,23
"1098","Alara","F",38,44
"1099","Alaria","F",6,5
"1100","Alaric","M",179,182
"1101","Alarick","M",6,12
"1102","Alarik","M",15,20
"1103","Alasdair","M",22,36
"1104","Alashia","F",7,5
"1105","Alasia","F",36,38
"1106","Alaska","F",51,61
"1107","Alassane","M",6,7
"1108","Alastair","M",49,47
"1109","Alastor","M",16,10
"1110","Alauna","F",24,36
"1111","Alaura","F",58,60
"1112","Alaya","F",405,389
"1113","Alayah","F",576,537
"1114","Alayasia","F",8,5
"1115","Alayha","F",17,12
"1116","Alayia","F",22,26
"1117","Alayiah","F",30,45
"1118","Alayja","F",15,10
"1119","Alayjah","F",15,20
"1120","Alayla","F",87,84
"1121","Alaylah","F",35,25
"1122","Alayna","F",1431,1456
"1123","Alaynah","F",43,66
"1124","Alaynna","F",46,51
"1125","Alaysha","F",50,44
"1126","Alayshia","F",9,24
"1127","Alaysia","F",225,249
"1128","Alaysiah","F",7,9
"1129","Alayssa","F",7,8
"1130","Alayza","F",19,15
"1131","Alayzia","F",6,7
"1132","Alazar","M",11,16
"1133","Alazay","F",9,6
"1134","Alazne","F",19,12
"1135","Alba","F",122,157
"1136","Alban","M",9,18
"1137","Albany","F",20,22
"1138","Albaraa","M",10,10
"1139","Albert","M",642,691
"1140","Alberta","F",7,9
"1141","Alberto","M",513,518
"1142","Albin","M",9,19
"1143","Albina","F",12,10
"1144","Albino","M",6,5
"1145","Albion","M",8,8
"1146","Alcides","M",8,12
"1147","Aldair","M",39,37
"1148","Aldan","M",6,5
"1149","Aldana","F",6,5
"1150","Alden","F",16,16
"1151","Alden","M",388,340
"1152","Alder","M",73,36
"1153","Aldin","M",29,13
"1154","Aldina","F",5,6
"1155","Aldo","M",391,430
"1156","Aldon","M",26,20
"1157","Aldous","M",13,12
"1158","Aldric","M",9,8
"1159","Aldrich","M",13,9
"1160","Aldrick","M",7,12
"1161","Aldrin","M",15,9
"1162","Alea","F",48,68
"1163","Aleah","F",697,709
"1164","Aleaha","F",16,16
"1165","Aleana","F",34,33
"1166","Aleanna","F",6,13
"1167","Alec","M",612,662
"1168","Alecia","F",38,45
"1169","Aleck","M",17,19
"1170","Alecxander","M",7,10
"1171","Aleczander","M",43,49
"1172","Aleda","F",9,8
"1173","Alee","F",7,6
"1174","Aleea","F",12,19
"1175","Aleeah","F",97,107
"1176","Aleece","F",14,12
"1177","Aleecia","F",9,16
"1178","Aleem","M",17,18
"1179","Aleen","F",49,71
"1180","Aleena","F",611,687
"1181","Aleenah","F",23,33
"1182","Aleera","F",5,8
"1183","Aleesa","F",12,24
"1184","Aleese","F",7,11
"1185","Aleesha","F",12,12
"1186","Aleesia","F",18,6
"1187","Aleeya","F",39,37
"1188","Aleeyah","F",59,71
"1189","Aleeza","F",58,40
"1190","Aleezah","F",7,5
"1191","Alegra","F",7,7
"1192","Alegria","F",6,6
"1193","Aleia","F",83,64
"1194","Aleiah","F",32,32
"1195","Aleida","F",51,59
"1196","Aleigh","F",11,21
"1197","Aleigha","F",178,218
"1198","Aleighna","F",9,10
"1199","Aleighya","F",5,6
"1200","Aleila","F",10,5
"1201","Aleina","F",55,49
"1202","Aleira","F",7,7
"1203","Aleisa","F",15,6
"1204","Aleisha","F",22,23
"1205","Aleister","M",24,28
"1206","Aleix","M",11,6
"1207","Aleiya","F",14,21
"1208","Aleiyah","F",26,19
"1209","Aleiza","F",11,12
"1210","Alejandra","F",717,701
"1211","Alejandro","M",2196,2310
"1212","Alejo","M",7,16
"1213","Alek","M",113,134
"1214","Alekai","M",9,7
"1215","Aleks","M",21,23
"1216","Aleksa","F",29,10
"1217","Aleksandar","M",28,47
"1218","Aleksander","M",144,144
"1219","Aleksandr","M",72,51
"1220","Aleksandra","F",84,112
"1221","Aleksei","M",19,7
"1222","Aleksey","M",23,24
"1223","Aleksia","F",8,10
"1224","Alekzander","M",50,62
"1225","Alem","M",9,16
"1226","Alen","M",47,51
"1227","Alena","F",465,496
"1228","Alenah","F",9,15
"1229","Alene","F",10,11
"1230","Aleni","F",6,6
"1231","Alenna","F",24,35
"1232","Aleph","M",6,5
"1233","Alera","F",17,10
"1234","Aleria","F",7,6
"1235","Aleric","M",10,11
"1236","Alesana","F",21,29
"1237","Alesandra","F",16,15
"1238","Alesandro","M",9,7
"1239","Alese","F",6,14
"1240","Alesha","F",32,38
"1241","Aleshia","F",7,6
"1242","Aleshka","F",9,9
"1243","Alesia","F",33,38
"1244","Alessa","F",170,130
"1245","Alessandra","F",1066,1137
"1246","Alessandria","F",12,8
"1247","Alessandro","M",364,370
"1248","Alessia","F",344,214
"1249","Alessio","M",85,50
"1250","Alesso","M",13,10
"1251","Aleta","F",11,14
"1252","Aletha","F",6,5
"1253","Alethea","F",28,39
"1254","Aletheia","F",43,47
"1255","Alethia","F",18,17
"1256","Aletta","F",17,12
"1257","Alette","F",8,6
"1258","Alex","F",173,185
"1259","Alex","M",2826,3096
"1260","Alexa","F",4760,6049
"1261","Alexah","F",32,28
"1262","Alexandar","M",12,12
"1263","Alexander","F",18,22
"1264","Alexander","M",13321,14507
"1265","Alexanderjames","M",6,9
"1266","Alexandr","M",13,17
"1267","Alexandra","F",2831,2998
"1268","Alexandre","M",94,111
"1269","Alexandrea","F",58,68
"1270","Alexandria","F",1460,1529
"1271","Alexandro","M",83,92
"1272","Alexandros","M",25,47
"1273","Alexandru","M",20,26
"1274","Alexandrya","F",6,5
"1275","Alexavier","M",101,100
"1276","Alexcia","F",11,11
"1277","Alexei","M",34,39
"1278","Alexey","M",27,26
"1279","Alexi","F",76,77
"1280","Alexi","M",25,29
"1281","Alexia","F",865,1016
"1282","Alexiah","F",11,19
"1283","Alexiana","F",19,26
"1284","Alexianna","F",15,17
"1285","Alexie","F",23,28
"1286","Alexio","M",12,7
"1287","Alexis","F",2662,3406
"1288","Alexis","M",961,994
"1289","Alexius","F",5,6
"1290","Alexsa","F",13,15
"1291","Alexsander","M",26,18
"1292","Alexsandra","F",18,33
"1293","Alexsia","F",9,9
"1294","Alexus","F",55,85
"1295","Alexx","F",5,5
"1296","Alexx","M",9,5
"1297","Alexxa","F",34,52
"1298","Alexxander","M",13,11
"1299","Alexxis","F",13,8
"1300","Alexya","F",5,12
"1301","Alexys","F",30,45
"1302","Alexza","F",9,11
"1303","Alexzander","M",239,283
"1304","Alexzandra","F",7,17
"1305","Alexzandria","F",18,28
"1306","Aleya","F",51,48
"1307","Aleyah","F",88,107
"1308","Aleyda","F",64,117
"1309","Aleyla","F",5,5
"1310","Aleyna","F",114,112
"1311","Aleynah","F",10,9
"1312","Aleynna","F",5,8
"1313","Aleysa","F",8,12
"1314","Aleysha","F",23,12
"1315","Aleyssa","F",8,17
"1316","Aleyza","F",48,42
"1317","Alezander","M",14,8
"1318","Alfie","M",26,19
"1319","Alfonso","M",229,292
"1320","Alfonzo","M",31,31
"1321","Alfred","M",263,232
"1322","Alfredo","M",482,470
"1323","Algernon","M",5,5
"1324","Alhasan","M",9,10
"1325","Alhassan","M",16,5
"1326","Ali","F",151,188
"1327","Ali","M",1083,1060
"1328","Alia","F",449,471
"1329","Aliaa","F",11,6
"1330","Aliah","F",210,264
"1331","Aliahna","F",9,8
"1332","Aliana","F",375,381
"1333","Alianah","F",23,14
"1334","Aliani","F",15,15
"1335","Alianna","F",263,267
"1336","Aliannah","F",41,57
"1337","Alianny","F",14,9
"1338","Aliany","F",10,8
"1339","Alianys","F",12,16
"1340","Alias","M",29,29
"1341","Alic","M",6,5
"1342","Alice","F",3669,3412
"1343","Alicea","F",5,12
"1344","Alicen","F",29,31
"1345","Alicia","F",859,904
"1346","Aliciana","F",19,12
"1347","Alicja","F",17,12
"1348","Alicyn","F",7,6
"1349","Alida","F",37,27
"1350","Alie","F",10,6
"1351","Aliena","F",7,10
"1352","Alif","M",6,6
"1353","Aliha","F",11,9
"1354","Alijah","F",56,83
"1355","Alijah","M",582,620
"1356","Alik","M",14,5
"1357","Alika","F",13,14
"1358","Alika","M",21,13
"1359","Alila","F",6,7
"1360","Alilah","F",8,9
"1361","Alilyana","F",6,6
"1362","Alim","M",20,21
"1363","Alima","F",15,20
"1364","Alimah","F",7,6
"1365","Alin","F",19,15
"1366","Alina","F",1814,1855
"1367","Alinah","F",36,50
"1368","Aline","F",43,51
"1369","Alinna","F",43,29
"1370","Aliona","F",7,8
"1371","Alionna","F",6,7
"1372","Aliou","M",9,10
"1373","Alioune","M",7,5
"1374","Alira","F",14,10
"1375","Alireza","M",6,5
"1376","Alis","F",17,18
"1377","Alisa","F",256,257
"1378","Alisandra","F",17,19
"1379","Alise","F",68,61
"1380","Alisha","F",269,296
"1381","Alishba","F",14,16
"1382","Alisia","F",26,31
"1383","Alison","F",966,964
"1384","Aliss","F",5,6
"1385","Alissa","F",223,286
"1386","Alissandra","F",13,25
"1387","Alisse","F",5,7
"1388","Alissia","F",12,11
"1389","Alisson","F",261,300
"1390","Alistair","M",247,196
"1391","Alistar","M",8,6
"1392","Alister","M",99,81
"1393","Alisyn","F",16,17
"1394","Alita","F",8,9
"1395","Alithea","F",10,8
"1396","Alithia","F",7,5
"1397","Alitza","F",21,30
"1398","Alitzel","F",13,28
"1399","Alius","M",6,7
"1400","Alivea","F",12,20
"1401","Aliveah","F",6,13
"1402","Alivia","F",1452,1517
"1403","Aliviah","F",59,74
"1404","Aliviana","F",9,12
"1405","Aliviya","F",9,12
"1406","Aliviyah","F",14,9
"1407","Alivya","F",15,13
"1408","Alix","F",26,37
"1409","Alix","M",17,10
"1410","Alixander","M",9,8
"1411","Alixandra","F",7,9
"1412","Alixandria","F",10,13
"1413","Aliya","F",331,290
"1414","Aliyaah","F",5,6
"1415","Aliyah","F",1993,1964
"1416","Aliyan","M",8,9
"1417","Aliyana","F",189,194
"1418","Aliyanah","F",14,9
"1419","Aliyanna","F",62,61
"1420","Aliyannah","F",7,8
"1421","Aliz","F",17,15
"1422","Aliza","F",422,421
"1423","Alizabeth","F",65,44
"1424","Alizae","F",49,41
"1425","Alizah","F",54,48
"1426","Alizandra","F",6,8
"1427","Alizay","F",41,36
"1428","Alize","F",55,61
"1429","Alizea","F",7,5
"1430","Alizee","F",27,24
"1431","Alizeh","F",7,6
"1432","Alizon","F",19,18
"1433","Aljawhara","F",8,5
"1434","Alla","F",12,5
"1435","Allaina","F",9,13
"1436","Allan","M",328,391
"1437","Allana","F",57,56
"1438","Allanah","F",20,31
"1439","Allani","F",8,9
"1440","Allanna","F",5,12
"1441","Allante","M",9,7
"1442","Allayah","F",13,13
"1443","Allayna","F",10,10
"1444","Alle","F",5,6
"1445","Alleah","F",11,6
"1446","Allee","F",21,34
"1447","Allegra","F",52,78
"1448","Alleigh","F",23,18
"1449","Alleigha","F",6,6
"1450","Allen","M",889,969
"1451","Allena","F",40,25
"1452","Allene","F",8,5
"1453","Alley","F",23,25
"1454","Alleyah","F",12,13
"1455","Alli","F",59,89
"1456","Allia","F",9,10
"1457","Alliah","F",9,14
"1458","Alliana","F",30,29
"1459","Allianna","F",22,20
"1460","Allie","F",1035,1257
"1461","Allina","F",10,10
"1462","Allinson","F",5,6
"1463","Allis","F",14,10
"1464","Allisen","F",6,11
"1465","Allison","F",4762,5342
"1466","Allison","M",5,10
"1467","Allisson","F",81,95
"1468","Allistair","M",9,8
"1469","Allister","M",65,46
"1470","Allisyn","F",25,31
"1471","Alliya","F",7,6
"1472","Alliyah","F",48,63
"1473","Allizon","F",10,17
"1474","Allora","F",13,11
"1475","Allura","F",30,18
"1476","Allure","F",17,20
"1477","Ally","F",271,318
"1478","Allyana","F",24,28
"1479","Allyanna","F",19,25
"1480","Allyce","F",6,5
"1481","Allyn","F",12,21
"1482","Allyn","M",11,7
"1483","Allyna","F",9,9
"1484","Allysa","F",11,18
"1485","Allyse","F",10,15
"1486","Allysen","F",7,6
"1487","Allyson","F",770,907
"1488","Allyssa","F",44,53
"1489","Allysson","F",15,13
"1490","Alma","F",390,413
"1491","Alma","M",8,8
"1492","Almas","F",12,5
"1493","Almendra","F",8,5
"1494","Almir","M",16,14
"1495","Almira","F",20,15
"1496","Alo","M",5,5
"1497","Aloe","F",5,5
"1498","Alon","M",31,12
"1499","Alona","F",65,75
"1500","Alonah","F",16,23
"1501","Alondra","F",843,945
"1502","Aloni","F",29,30
"1503","Alonna","F",102,97
"1504","Alonnah","F",9,11
"1505","Alonni","F",14,13
"1506","Alonnie","F",12,6
"1507","Alonso","M",319,332
"1508","Alontae","M",7,7
"1509","Alonte","M",9,9
"1510","Alonzo","M",496,540
"1511","Alora","F",227,206
"1512","Alorah","F",20,19
"1513","Aloria","F",7,5
"1514","Aloysius","M",15,18
"1515","Alp","M",21,16
"1516","Alpha","M",60,43
"1517","Alphonse","M",44,23
"1518","Alphonso","M",31,23
"1519","Alphonzo","M",6,8
"1520","Alreem","F",6,7
"1521","Alric","M",13,11
"1522","Alson","M",8,8
"1523","Alston","M",60,58
"1524","Alta","F",32,24
"1525","Altair","F",13,13
"1526","Altair","M",12,18
"1527","Altan","M",13,8
"1528","Althea","F",127,130
"1529","Altin","M",6,5
"1530","Alton","M",147,146
"1531","Alucard","M",12,14
"1532","Aluel","F",5,11
"1533","Aluna","F",27,20
"1534","Alura","F",9,17
"1535","Alva","F",26,19
"1536","Alva","M",9,6
"1537","Alvah","M",6,5
"1538","Alvaro","M",284,237
"1539","Alveena","F",12,14
"1540","Alvin","M",463,451
"1541","Alvina","F",30,26
"1542","Alvino","M",10,12
"1543","Alvis","M",12,20
"1544","Alwaleed","M",12,10
"1545","Alwin","M",9,6
"1546","Aly","F",76,68
"1547","Aly","M",23,22
"1548","Alya","F",69,61
"1549","Alyaan","M",21,14
"1550","Alyah","F",29,47
"1551","Alyan","M",21,15
"1552","Alyana","F",98,95
"1553","Alyanah","F",16,6
"1554","Alyanna","F",122,123
"1555","Alyannah","F",7,9
"1556","Alyas","M",20,10
"1557","Alyce","F",54,79
"1558","Alycia","F",76,59
"1559","Alyda","F",8,8
"1560","Alydia","F",16,20
"1561","Alyena","F",9,9
"1562","Alyia","F",12,11
"1563","Alyiah","F",24,30
"1564","Alyjah","M",12,6
"1565","Alyla","F",13,11
"1566","Alylah","F",13,11
"1567","Alyn","F",9,18
"1568","Alyna","F",95,121
"1569","Alynah","F",18,11
"1570","Alynn","F",6,17
"1571","Alynna","F",36,64
"1572","Alyona","F",17,18
"1573","Alyonna","F",6,6
"1574","Alyra","F",21,12
"1575","Alyria","F",12,5
"1576","Alyric","F",28,24
"1577","Alyrica","F",14,7
"1578","Alys","F",7,16
"1579","Alysa","F",36,51
"1580","Alysandra","F",6,9
"1581","Alyse","F",126,124
"1582","Alysen","F",10,6
"1583","Alysha","F",47,54
"1584","Alyshia","F",6,5
"1585","Alysia","F",53,48
"1586","Alyson","F",354,418
"1587","Alyss","F",14,15
"1588","Alyssa","F",2662,3242
"1589","Alyssah","F",12,16
"1590","Alyssandra","F",29,47
"1591","Alysse","F",26,9
"1592","Alyssia","F",63,46
"1593","Alysson","F",72,71
"1594","Alyus","M",11,8
"1595","Alyvia","F",295,258
"1596","Alyviah","F",15,19
"1597","Alyx","F",23,28
"1598","Alyxander","M",6,6
"1599","Alyxandra","F",6,14
"1600","Alyxandria","F",11,9
"1601","Alyza","F",68,83
"1602","Alyzabeth","F",12,9
"1603","Alyzah","F",18,24
"1604","Alyzza","F",10,9
"1605","Ama","F",16,13
"1606","Amaad","M",9,5
"1607","Amaal","F",11,7
"1608","Amaan","M",45,32
"1609","Amaar","M",19,21
"1610","Amabel","F",9,8
"1611","Amabelle","F",5,6
"1612","Amada","F",24,21
"1613","Amadea","F",7,5
"1614","Amadeo","M",33,24
"1615","Amadeus","M",63,67
"1616","Amadi","F",7,6
"1617","Amadi","M",8,9
"1618","Amado","M",47,42
"1619","Amador","M",26,28
"1620","Amadou","M",37,56
"1621","Amahia","F",16,12
"1622","Amai","F",5,8
"1623","Amaia","F",189,162
"1624","Amaiah","F",47,26
"1625","Amair","M",15,10
"1626","Amaira","F",63,48
"1627","Amairah","F",5,6
"1628","Amairani","F",33,30
"1629","Amairany","F",53,59
"1630","Amaiya","F",55,51
"1631","Amaiyah","F",27,30
"1632","Amal","F",135,117
"1633","Amal","M",8,13
"1634","Amala","F",6,14
"1635","Amalee","F",13,6
"1636","Amali","F",6,5
"1637","Amalia","F",357,339
"1638","Amalie","F",45,43
"1639","Amaliya","F",8,6
"1640","Amalya","F",13,18
"1641","Aman","M",49,55
"1642","Amana","F",11,9
"1643","Amanat","F",10,6
"1644","Amanda","F",992,1020
"1645","Amando","M",9,8
"1646","Amani","F",395,385
"1647","Amani","M",72,79
"1648","Amanii","F",7,11
"1649","Amante","M",8,7
"1650","Amanuel","M",22,28
"1651","Amar","F",15,13
"1652","Amar","M",138,157
"1653","Amara","F",1078,689
"1654","Amara","M",11,15
"1655","Amarachi","F",32,30
"1656","Amarachukwu","F",11,9
"1657","Amarah","F",124,91
"1658","Amare","F",19,20
"1659","Amare","M",207,267
"1660","Amaree","F",25,33
"1661","Amaree","M",23,39
"1662","Amarey","M",9,6
"1663","Amari","F",695,675
"1664","Amari","M",1351,1364
"1665","Amaria","F",90,93
"1666","Amariah","F",137,127
"1667","Amarian","M",20,19
"1668","Amariana","F",36,42
"1669","Amarianna","F",25,32
"1670","Amarie","F",98,89
"1671","Amarie","M",15,18
"1672","Amarielle","F",5,6
"1673","Amarien","M",8,7
"1674","Amarii","F",27,26
"1675","Amarii","M",35,37
"1676","Amarilis","F",10,9
"1677","Amarion","M",144,141
"1678","Amariona","F",6,19
"1679","Amarionna","F",10,13
"1680","Amarious","M",5,7
"1681","Amaris","F",376,356
"1682","Amaris","M",28,31
"1683","Amarise","F",5,10
"1684","Amariss","F",7,6
"1685","Amarissa","F",30,19
"1686","Amarius","M",15,28
"1687","Amariya","F",16,23
"1688","Amariyah","F",48,35
"1689","Amaro","M",7,5
"1690","Amarra","F",21,17
"1691","Amarrah","F",8,18
"1692","Amarri","F",14,13
"1693","Amarri","M",16,30
"1694","Amaru","M",29,26
"1695","Amaryah","F",12,13
"1696","Amarylis","F",5,5
"1697","Amaryllis","F",47,69
"1698","Amarys","F",8,10
"1699","Amatullah","F",6,9
"1700","Amaura","F",8,8
"1701","Amauri","F",22,26
"1702","Amauri","M",103,111
"1703","Amauria","F",8,7
"1704","Amaury","M",33,34
"1705","Amay","M",24,24
"1706","Amaya","F",1571,1525
"1707","Amayah","F",271,250
"1708","Amayiah","F",22,12
"1709","Amayra","F",27,19
"1710","Amayrani","F",24,32
"1711","Amaziah","M",41,45
"1712","Amazin","F",6,14
"1713","Amazing","F",8,14
"1714","Ambar","F",47,62
"1715","Ambellina","F",9,8
"1716","Amber","F",865,973
"1717","Amberlee","F",39,38
"1718","Amberleigh","F",11,16
"1719","Amberley","F",20,16
"1720","Amberlie","F",8,9
"1721","Amberlin","F",9,7
"1722","Amberly","F",117,117
"1723","Amberlyn","F",56,40
"1724","Amberlynn","F",55,48
"1725","Ambika","F",5,8
"1726","Ambre","F",5,8
"1727","Ambree","F",16,17
"1728","Ambria","F",16,28
"1729","Ambriella","F",6,7
"1730","Ambrielle","F",20,24
"1731","Ambrose","M",96,101
"1732","Ambrosia","F",17,16
"1733","Ambry","F",8,6
"1734","Amea","F",5,6
"1735","Ameah","F",6,16
"1736","Amedeo","M",5,5
"1737","Amee","F",8,6
"1738","Ameelah","F",8,12
"1739","Ameelia","F",6,6
"1740","Ameen","M",60,50
"1741","Ameena","F",87,87
"1742","Ameenah","F",42,32
"1743","Ameer","M",284,267
"1744","Ameera","F",126,115
"1745","Ameerah","F",101,81
"1746","Ameeyah","F",6,6
"1747","Ameia","F",22,10
"1748","Ameila","F",27,22
"1749","Ameilia","F",19,10
"1750","Ameina","F",7,7
"1751","Ameir","M",39,48
"1752","Ameira","F",9,10
"1753","Amel","F",15,17
"1754","Amel","M",15,17
"1755","Amela","F",13,18
"1756","Ameli","F",10,9
"1757","Amelia","F",10702,9838
"1758","Ameliah","F",63,50
"1759","Ameliana","F",31,23
"1760","Amelianna","F",9,9
"1761","Ameliarose","F",19,14
"1762","Amelie","F",438,445
"1763","Amelio","M",13,12
"1764","Ameliya","F",23,21
"1765","Ameliyah","F",16,12
"1766","Amellia","F",34,35
"1767","Amely","F",9,15
"1768","Amelya","F",33,34
"1769","Amen","F",50,52
"1770","Amen","M",72,78
"1771","Amena","F",43,41
"1772","Amenah","F",7,16
"1773","Amenia","F",6,7
"1774","Amer","M",28,40
"1775","Amera","F",31,33
"1776","Amerah","F",18,15
"1777","Amere","F",5,9
"1778","Amere","M",65,55
"1779","Ameri","F",16,9
"1780","Ameria","F",25,30
